Time Stamp	Motor Power 1	Motor Command 1	Battery Amps 1
11/21/2018 3:21:32 PM	1000	1000	0.1
11/21/2018 3:21:32 PM	1000	1000	0.1
11/21/2018 3:21:32 PM	1000	1000	0.1
11/21/2018 3:21:32 PM	1000	1000	0.1
11/21/2018 3:21:32 PM	1000	1000	0.1
11/21/2018 3:21:32 PM	1000	1000	0.1
11/21/2018 3:21:32 PM	1000	1000	0.1
11/21/2018 3:21:32 PM	1000	1000	0.1
11/21/2018 3:21:33 PM	824	0	0
11/21/2018 3:21:33 PM	624	0	0
11/21/2018 3:21:33 PM	424	0	0
11/21/2018 3:21:33 PM	224	0	0
11/21/2018 3:21:33 PM	24	0	0
11/21/2018 3:21:33 PM	0	0	0
11/21/2018 3:21:33 PM	0	0	0
11/21/2018 3:21:33 PM	0	0	0
11/21/2018 3:21:33 PM	0	0	0
11/21/2018 3:21:33 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:34 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:35 PM	0	0	0
11/21/2018 3:21:36 PM	-176	-1000	0
11/21/2018 3:21:36 PM	-376	-1000	0.1
11/21/2018 3:21:36 PM	-576	-1000	0.2
11/21/2018 3:21:36 PM	-776	-1000	0.2
11/21/2018 3:21:36 PM	-976	-1000	0.2
11/21/2018 3:21:36 PM	-1000	-1000	0.1
11/21/2018 3:21:36 PM	-1000	-1000	0.1
11/21/2018 3:21:36 PM	-1000	-1000	0.1
11/21/2018 3:21:36 PM	-1000	-1000	0.1
11/21/2018 3:21:36 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:37 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:38 PM	-1000	-1000	0.1
11/21/2018 3:21:39 PM	-824	0	0
11/21/2018 3:21:39 PM	-624	0	0
11/21/2018 3:21:39 PM	-424	0	0
11/21/2018 3:21:39 PM	-224	0	0
11/21/2018 3:21:39 PM	-24	0	0
11/21/2018 3:21:39 PM	0	0	0
11/21/2018 3:21:39 PM	0	0	0
11/21/2018 3:21:39 PM	0	0	0
11/21/2018 3:21:39 PM	0	0	0
11/21/2018 3:21:39 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:40 PM	0	0	0
11/21/2018 3:21:41 PM	0	0	0
11/21/2018 3:21:41 PM	0	0	0
11/21/2018 3:21:41 PM	0	0	0
11/21/2018 3:21:41 PM	0	0	0
11/21/2018 3:21:41 PM	0	0	0
11/21/2018 3:21:41 PM	0	0	0
11/21/2018 3:21:41 PM	0	0	0
